batch_size,eps,fname,norm,steps,trials,acc,robust-acc
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_128_098,linf,40,10,0.8748,0.6854
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_128_098,linf,40,10,0.8748,0.2768
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_128_098,linf,40,10,0.8748,0.0149
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_128_098,l2,100,10,0.8748,0.5839
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_128_098,l2,100,10,0.8748,0.1139
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_128_098,linf,100,10,0.8748,0.5115
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_128_098,linf,100,10,0.8748,0.6857
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_128_098,linf,100,10,0.8748,0.2764
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_128_098,linf,100,10,0.8748,0.0152
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,l2,40,1,0.8751,0.5946
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,l2,40,1,0.8751,0.1381
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,linf,40,1,0.8751,0.5201
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,linf,40,1,0.8751,0.687
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,linf,40,1,0.8751,0.2975
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,linf,40,1,0.8751,0.016
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,l2,100,1,0.8751,0.5939
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,l2,100,1,0.8751,0.1359
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,linf,100,1,0.8751,0.5196
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,linf,100,1,0.8751,0.6871
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,linf,100,1,0.8751,0.2982
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,linf,100,1,0.8751,0.0154
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,l2,40,10,0.8751,0.5898
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,l2,40,10,0.8751,0.1261
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,linf,40,10,0.8751,0.514
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,linf,40,10,0.8751,0.685
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,linf,40,10,0.8751,0.2852
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,linf,40,10,0.8751,0.013
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,l2,100,10,0.8751,0.5891
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,l2,100,10,0.8751,0.1251
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,linf,100,10,0.8751,0.5138
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,linf,100,10,0.8751,0.6853
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,linf,100,10,0.8751,0.285
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_0_dense-size_256_050,linf,100,10,0.8751,0.0132
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,l2,40,1,0.9731,0.8457
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,l2,40,1,0.9731,0.3477
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,linf,40,1,0.9731,0.7044
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,linf,40,1,0.9731,0.862
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,linf,40,1,0.9731,0.3957
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,linf,40,1,0.9731,0.0163
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,l2,100,1,0.9731,0.8443
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,l2,100,1,0.9731,0.3466
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,linf,100,1,0.9731,0.7028
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,linf,100,1,0.9731,0.8618
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,linf,100,1,0.9731,0.3934
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,linf,100,1,0.9731,0.0149
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,l2,40,10,0.9731,0.8404
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,l2,40,10,0.9731,0.3122
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,linf,40,10,0.9731,0.685
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,linf,40,10,0.9731,0.8592
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,linf,40,10,0.9731,0.344
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,linf,40,10,0.9731,0.0098
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,l2,100,10,0.9731,0.8399
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,l2,100,10,0.9731,0.3116
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,linf,100,10,0.9731,0.684
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,linf,100,10,0.9731,0.8587
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,linf,100,10,0.9731,0.3418
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_128_100,linf,100,10,0.9731,0.0093
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,l2,40,1,0.9823,0.8777
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,l2,40,1,0.9823,0.3971
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,linf,40,1,0.9823,0.7414
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,linf,40,1,0.9823,0.8917
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,linf,40,1,0.9823,0.4404
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,linf,40,1,0.9823,0.0218
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,l2,100,1,0.9823,0.8777
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,l2,100,1,0.9823,0.3941
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,linf,100,1,0.9823,0.7413
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,linf,100,1,0.9823,0.8917
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,linf,100,1,0.9823,0.4371
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,linf,100,1,0.9823,0.0224
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,l2,40,10,0.9823,0.8746
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,l2,40,10,0.9823,0.3643
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,linf,40,10,0.9823,0.727
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,linf,40,10,0.9823,0.8888
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,linf,40,10,0.9823,0.3909
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,linf,40,10,0.9823,0.0133
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,l2,100,10,0.9823,0.8745
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,l2,100,10,0.9823,0.361
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,linf,100,10,0.9823,0.7254
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,linf,100,10,0.9823,0.8885
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,linf,100,10,0.9823,0.3899
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_096,linf,100,10,0.9823,0.0124
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,l2,40,1,0.9807,0.8661
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,l2,40,1,0.9807,0.3778
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,linf,40,1,0.9807,0.7293
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,linf,40,1,0.9807,0.8849
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,linf,40,1,0.9807,0.3953
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,linf,40,1,0.9807,0.0257
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,l2,100,1,0.9807,0.865
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,l2,100,1,0.9807,0.3709
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,linf,100,1,0.9807,0.7284
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,linf,100,1,0.9807,0.8851
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,linf,100,1,0.9807,0.3951
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,linf,100,1,0.9807,0.0256
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,l2,40,10,0.9807,0.8626
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,l2,40,10,0.9807,0.3387
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,linf,40,10,0.9807,0.712
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,linf,40,10,0.9807,0.8819
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,linf,40,10,0.9807,0.3443
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,linf,40,10,0.9807,0.0163
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,l2,100,10,0.9807,0.8617
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,l2,100,10,0.9807,0.3359
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,linf,100,10,0.9807,0.7111
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,linf,100,10,0.9807,0.8815
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,linf,100,10,0.9807,0.3414
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_086,linf,100,10,0.9807,0.0165
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,l2,40,1,0.9879,0.899
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,l2,40,1,0.9879,0.4043
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,linf,40,1,0.9879,0.7711
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,linf,40,1,0.9879,0.9093
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,linf,40,1,0.9879,0.4402
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,linf,40,1,0.9879,0.0147
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,l2,100,1,0.9879,0.898
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,l2,100,1,0.9879,0.4004
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,linf,100,1,0.9879,0.7696
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,linf,100,1,0.9879,0.9091
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,linf,100,1,0.9879,0.4367
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,linf,100,1,0.9879,0.0145
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,l2,40,10,0.9879,0.8965
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,l2,40,10,0.9879,0.3606
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,linf,40,10,0.9879,0.7582
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,linf,40,10,0.9879,0.9078
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,linf,40,10,0.9879,0.385
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,linf,40,10,0.9879,0.0082
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,l2,100,10,0.9879,0.8956
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,l2,100,10,0.9879,0.3577
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,linf,100,10,0.9879,0.758
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,linf,100,10,0.9879,0.9078
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,linf,100,10,0.9879,0.381
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_096,linf,100,10,0.9879,0.0074
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,l2,40,1,0.8745,0.6612
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,l2,40,1,0.8745,0.2777
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,linf,40,1,0.8745,0.477
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,linf,40,1,0.8745,0.6632
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,linf,40,1,0.8745,0.2436
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,linf,40,1,0.8745,0.0089
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,l2,100,1,0.8745,0.6599
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,l2,100,1,0.8745,0.2758
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,linf,100,1,0.8745,0.4776
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,linf,100,1,0.8745,0.663
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,linf,100,1,0.8745,0.2444
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,linf,100,1,0.8745,0.0088
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,l2,40,10,0.8745,0.6573
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,l2,40,10,0.8745,0.2674
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,linf,40,10,0.8745,0.4717
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,linf,40,10,0.8745,0.6615
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,linf,40,10,0.8745,0.2321
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,linf,40,10,0.8745,0.0066
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,l2,100,10,0.8745,0.6568
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,l2,100,10,0.8745,0.267
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,linf,100,10,0.8745,0.4713
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,linf,100,10,0.8745,0.6615
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,linf,100,10,0.8745,0.2313
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_094,linf,100,10,0.8745,0.0065
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_061,l2,40,1,0.8763,0.6588
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_061,l2,40,1,0.8763,0.2802
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_061,linf,40,1,0.8763,0.4754
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_061,linf,40,1,0.8763,0.6641
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_061,linf,40,1,0.8763,0.2455
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_061,linf,40,1,0.8763,0.0083
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_061,l2,100,1,0.8763,0.6583
1000,2.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_061,l2,100,1,0.8763,0.279
1000,0.15,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_061,linf,100,1,0.8763,0.4748
1000,0.1,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_061,linf,100,1,0.8763,0.664
1000,0.2,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_061,linf,100,1,0.8763,0.245
1000,0.3,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_061,linf,100,1,0.8763,0.009
1000,1.0,comps_100_dataset_MNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_061,l2,40,10,0.8763,0.6554
