batch_size,eps,fname,norm,steps,trials,acc,robust-acc
1000,0.15,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_095,linf,40,10,0.8187,0.5342
1000,0.1,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_095,linf,40,10,0.8187,0.6748
1000,0.2,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_095,linf,40,10,0.8187,0.272
1000,0.3,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_095,linf,40,10,0.8187,0.0297
1000,1.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_095,l2,100,10,0.8187,0.5473
1000,2.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_095,l2,100,10,0.8187,0.1755
1000,0.15,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_095,linf,100,10,0.8187,0.5334
1000,0.1,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_095,linf,100,10,0.8187,0.6746
1000,0.2,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_095,linf,100,10,0.8187,0.2705
1000,0.3,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_1_dense-size_256_095,linf,100,10,0.8187,0.0295
1000,1.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,l2,40,1,0.8154,0.5172
1000,2.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,l2,40,1,0.8154,0.1883
1000,0.15,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,linf,40,1,0.8154,0.5207
1000,0.1,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,linf,40,1,0.8154,0.678
1000,0.2,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,linf,40,1,0.8154,0.2468
1000,0.3,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,linf,40,1,0.8154,0.0396
1000,1.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,l2,100,1,0.8154,0.5165
1000,2.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,l2,100,1,0.8154,0.1871
1000,0.15,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,linf,100,1,0.8154,0.5173
1000,0.1,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,linf,100,1,0.8154,0.6774
1000,0.2,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,linf,100,1,0.8154,0.2466
1000,0.3,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,linf,100,1,0.8154,0.0383
1000,1.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,l2,40,10,0.8154,0.5061
1000,2.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,l2,40,10,0.8154,0.1675
1000,0.15,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,linf,40,10,0.8154,0.4951
1000,0.1,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,linf,40,10,0.8154,0.6721
1000,0.2,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,linf,40,10,0.8154,0.2266
1000,0.3,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,linf,40,10,0.8154,0.0322
1000,1.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,l2,100,10,0.8154,0.5043
1000,2.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,l2,100,10,0.8154,0.1656
1000,0.15,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,linf,100,10,0.8154,0.4939
1000,0.1,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,linf,100,10,0.8154,0.6715
1000,0.2,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,linf,100,10,0.8154,0.2245
1000,0.3,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_128_092,linf,100,10,0.8154,0.0323
1000,1.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,l2,40,1,0.822,0.5193
1000,2.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,l2,40,1,0.822,0.2022
1000,0.15,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,linf,40,1,0.822,0.5583
1000,0.1,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,linf,40,1,0.822,0.6934
1000,0.2,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,linf,40,1,0.822,0.26
1000,0.3,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,linf,40,1,0.822,0.0269
1000,1.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,l2,100,1,0.822,0.5168
1000,2.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,l2,100,1,0.822,0.1982
1000,0.15,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,linf,100,1,0.822,0.5575
1000,0.1,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,linf,100,1,0.822,0.6935
1000,0.2,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,linf,100,1,0.822,0.2582
1000,0.3,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,linf,100,1,0.822,0.0266
1000,1.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,l2,40,10,0.822,0.5038
1000,2.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,l2,40,10,0.822,0.1694
1000,0.15,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,linf,40,10,0.822,0.5372
1000,0.1,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,linf,40,10,0.822,0.6871
1000,0.2,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,linf,40,10,0.822,0.2304
1000,0.3,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,linf,40,10,0.822,0.0198
1000,1.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,l2,100,10,0.822,0.5026
1000,2.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,l2,100,10,0.822,0.1685
1000,0.15,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,linf,100,10,0.822,0.5352
1000,0.1,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,linf,100,10,0.822,0.6865
1000,0.2,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,linf,100,10,0.822,0.2294
1000,0.3,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_0_denses_2_dense-size_256_095,linf,100,10,0.822,0.0197
1000,1.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,l2,40,1,0.7486,0.5965
1000,2.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,l2,40,1,0.7486,0.3566
1000,0.15,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,linf,40,1,0.7486,0.3888
1000,0.1,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,linf,40,1,0.7486,0.5448
1000,0.2,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,linf,40,1,0.7486,0.1898
1000,0.3,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,linf,40,1,0.7486,0.0187
1000,1.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,l2,100,1,0.7486,0.5964
1000,2.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,l2,100,1,0.7486,0.3545
1000,0.15,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,linf,100,1,0.7486,0.3887
1000,0.1,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,linf,100,1,0.7486,0.5447
1000,0.2,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,linf,100,1,0.7486,0.1893
1000,0.3,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,linf,100,1,0.7486,0.0198
1000,1.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,l2,40,10,0.7486,0.5947
1000,2.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,l2,40,10,0.7486,0.3466
1000,0.15,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,linf,40,10,0.7486,0.3833
1000,0.1,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,linf,40,10,0.7486,0.5433
1000,0.2,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,linf,40,10,0.7486,0.1773
1000,0.3,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,linf,40,10,0.7486,0.0147
1000,1.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,l2,100,10,0.7486,0.5943
1000,2.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,l2,100,10,0.7486,0.3462
1000,0.15,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,linf,100,10,0.7486,0.3837
1000,0.1,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,linf,100,10,0.7486,0.5431
1000,0.2,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,linf,100,10,0.7486,0.1756
1000,0.3,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_128_069,linf,100,10,0.7486,0.0136
1000,1.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_069,l2,40,1,0.749,0.5974
1000,2.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_069,l2,40,1,0.749,0.3566
1000,0.15,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_069,linf,40,1,0.749,0.3891
1000,0.1,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_069,linf,40,1,0.749,0.5448
1000,0.2,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_069,linf,40,1,0.749,0.1892
1000,0.3,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_069,linf,40,1,0.749,0.0195
1000,1.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_069,l2,100,1,0.749,0.5963
1000,2.0,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_069,l2,100,1,0.749,0.3561
1000,0.15,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_069,linf,100,1,0.749,0.389
1000,0.1,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_069,linf,100,1,0.749,0.5451
1000,0.2,comps_100_dataset_FMNIST_method_svd_normalized1_0_normalized2_0_freezed_1_denses_0_dense-size_256_069,linf,100,1,0.749,0.1887
